month,transferred,business_unit_l3,internal_categorization_l2,company,is_stream,original_currency,new_sector_group,id,po_purchasing_group,original_amount,base_currency,category,business_unit_l4,indigenous_flag,cost_type,data_source,spendanalysis_id,subcategory,internal_categorization_l3,normalized_vendor_name,new_sector,diversity_designation,internal_categorization_l1,simple_vendor_name,company_group_system,spend_amount_attribute,vendor_number,social_enterprise_flag,commercial_status_group,date,gdw_subcat,amount,original_vendor_name,business_unit_l2,business_unit,gdw_cat,is_diverse,minority_indicator,commercial_status,channel_type,transaction_description,po_number,vendor_country,company_group,business_unit_l5,is_preferred,is_managed,impactable,include_in_savings,lost_savings_rate,compliance_status,Extra_1,Extra_2,Extra_3,Extra_4,Extra_5,Extra_6
9,0,Infra Serv - Rig & Well Services,NULL,7045,NULL,AUD,NULL,3775255,NULL,2785,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,9199,UNCATEGORIZED,NULL,LEDERDRILL SUPPLIES PTY LTD,Infrastructure Services,NULL,NULL,LEDERDRILL SUPPLIES PTY LTD,SAP & Others,Under 100k,84656798471,NULL,NULL,30-09-2023,UNCATEGORIZED,1790.195514,LEDERDRILL SUPPLIES PTY LTD,Minerals - BHP Coal,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,6-1/2\,PCD,"3=1/2\"",REG,THREAD,5-WINGS""""",4807304813,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,,,
6,0,Infra Serv - Rig & Well Services,ELECTRICAL,7045,NULL,AUD,NULL,3427241,NULL,4700,AUD,DIRECT,NULL,NULL,NULL,AP Data,8789,BUILDING / INFRASTRUCTURE MATERIALS,ELECTRIAL EQUIPMENT,TRANSCO MFG AUSTRALIA PTY LTD,Infrastructure Services,NULL,MATERIALS,TRANSCO MFG AUSTRALIA PTY LTD,SAP & Others,100k to 350k,23008215245,NULL,NULL,30-06-2023,N/A,3131.558783,TRANSCO MFG AUSTRALIA PTY LTD,Minerals - BHP Olympic Dam,NULL,N/A,NULL,NULL,NULL,NULL,6.3/4\OD,X-OVER,SUB,PER,DWG,"02-450-00"",4807070590,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL",,,,,,,,,,,
8,0,Infra Serv - Rig & Well Services,FUEL SYSTEMS MAINTENANCE,7045,NULL,AUD,NULL,3852861,NULL,7377.75,AUD,DIRECT,NULL,NULL,NULL,AP Data,9199,SUBCONTRACTOR - OPERATIONS & MAINTENANCE,FUEL SYSTEMS MAINTENANCE,PIRTEK PTY LTD,Infrastructure Services,NULL,ASSET MANAGEMENT,PIRTEK PTY LTD,SAP & Others,100k to 350k,83132676950,NULL,NULL,31-08-2023,N/A,4785.439266,PIRTEK (ROXBY DOWNS) PTY LTD,Minerals - BHP Olympic Dam,NULL,N/A,NULL,NULL,NULL,NULL,"TEST,HYD,HOSE,1.1/4\TO2\"",TESTHYD20/32""""",4807213206,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL,
7,0,Infra Serv - Rig & Well Services,MACHINERY & ASSETS,7045,NULL,AUD,NULL,3757854,NULL,16087.03027,AUD,DIRECT,NULL,NULL,NULL,AP Data,9199,BUILDING / INFRASTRUCTURE MATERIALS,MACHINERY & ASSETS,ABC PRODUCTS ROCKY PTY LTDABC PRODUCTS PTY LTD,Infrastructure Services,NULL,ASSET MANAGEMENT,ABC PRODUCTS ROCKY PTY LTD,SAP & Others,Over 350k,85100303197,NULL,NULL,31-07-2023,N/A,10803.88636,ABC PRODUCTS ROCKY PTY LTD,Minerals - BHP Coal,NULL,N/A,NULL,NULL,NULL,NULL,"PIPE,WIPERS,2-1/4\","DRRUB02"",4807110809,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
11,0,Infra Serv - Rig & Well Services,TBC,7045,NULL,AUD,NULL,4155942,NULL,90.13999939,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,9654,UNCATEGORIZED,TBC,TOOWOOMBA HYDRAULIC SERVICES PTY LT,Infrastructure Services,NULL,TBC,TOOWOOMBA HYDRAULIC SERVICES PTY LT,SAP & Others,Under 100k,50663089129,NULL,NULL,30-11-2023,UNCATEGORIZED,59.54649799,TOOWOOMBA HYDRAULIC SERVICES PTY LT,Energy Site Support,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,"JIC,F,SWIV,1-1/16X12X1/2\","TAIL"",4807597237,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
10,0,Infra Serv - Rig & Well Services,CIVIL WORKS,7045,NULL,AUD,NULL,4281744,NULL,1113.699951,AUD,DIRECT,NULL,NULL,NULL,AP Data,9654,SUBCONTRACTOR - ENGINEERING AND CAPITAL WORKS,DRILLING & BORING,CONDAMINE DRILLING P L,Infrastructure Services,NULL,CONSTRUCTION,CONDAMINE DRILLING P L,SAP & Others,Under 100k,74009805510,NULL,NULL,31-10-2023,N/A,705.7439842,CONDAMINE DRILLING P/L,Energy Site Support,NULL,N/A,NULL,NULL,NULL,NULL,"SUPPLY,MACHINE,8\STYLE",60,VICTAULIC,"CAP"",4807413212,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL",,,,,,,,,,,,,
11,0,"Infra Serv - Energy, Water & Renewables",UTILITIES,7026,NULL,AUD,NULL,4297967,NULL,1430,AUD,DIRECT,NULL,NULL,NULL,AP Data,9654,BUILDING / INFRASTRUCTURE MATERIALS,ELECTRICITY,THE ENERGY NETWORK PTY,Infrastructure Services,NULL,CORPORATE SERVICES,THE ENERGY NETWORK PTY,SAP & Others,Over 350k,72093052441,NULL,NULL,30-11-2023,N/A,944.658222,THE ENERGY NETWORK (AUSTRALIA) PTY,ENR Aust  - QLD,NULL,N/A,NULL,NULL,NULL,NULL,"WIRE BRUSH, \DOGBONE\"", FOR COPPER AND AL""""",4700782564,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL,
11,0,Infra Serv - Rig & Well Services,INDUSTRIAL,7045,NULL,AUD,NULL,4151874,NULL,8867.049805,AUD,EQUIPMENT,NULL,NULL,NULL,AP Data,9654,EQUIPMENT ACQUISITION,OIL & GAS EQUIPMENT,EVOLUTION DRILL RIGS PTY LTD,Infrastructure Services,NULL,MATERIALS & LOGISTICS,EVOLUTION DRILL RIGS PTY LTD,SAP & Others,Under 100k,30141622282,NULL,NULL,30-11-2023,EQUIPMENT,5857.574607,EVOLUTION DRILL RIGS PTY LTD,Minerals - BHP Olympic Dam,NULL,CONSTRUCTION & EQUIPMENT,NULL,NULL,NULL,NULL,"SPRING,DI,1-1/2\X8\"",49_019536""""",4807455017,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL,
9,0,Infra Serv - Rig & Well Services,FUEL SYSTEMS MAINTENANCE,7045,NULL,AUD,NULL,3695496,NULL,1101,AUD,DIRECT,NULL,NULL,NULL,AP Data,9199,SUBCONTRACTOR - OPERATIONS & MAINTENANCE,FUEL SYSTEMS MAINTENANCE,PIRTEK PTY LTD,Infrastructure Services,NULL,ASSET MANAGEMENT,PIRTEK PTY LTD,SAP & Others,100k to 350k,83132676950,NULL,NULL,30-09-2023,N/A,707.7218171,PIRTEK (ROXBY DOWNS) PTY LTD,Minerals - BHP Olympic Dam,NULL,N/A,NULL,NULL,NULL,NULL,"OEM,CYL,1-1/2\BORE",6INCH,"STROKE"",4807418055,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
11,0,"Infra Serv - Energy, Water & Renewables",UTILITIES,7026,NULL,AUD,NULL,4165028,NULL,4222.899902,AUD,DIRECT,NULL,NULL,NULL,AP Data,9654,BUILDING / INFRASTRUCTURE MATERIALS,ELECTRICITY,THE ENERGY NETWORK PTY,Infrastructure Services,NULL,CORPORATE SERVICES,THE ENERGY NETWORK PTY,SAP & Others,Over 350k,72093052441,NULL,NULL,30-11-2023,N/A,2789.648396,THE ENERGY NETWORK (AUSTRALIA) PTY,ENR Aust  - QLD,NULL,N/A,NULL,NULL,NULL,NULL,"SOCKETS, TUBE, 30MM X 1/2\ DR"," 250MM"",4700826163,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
11,0,Infra Serv - Rig & Well Services,TBC,7045,NULL,AUD,NULL,4160841,NULL,1862.099976,AUD,DIRECT,NULL,NULL,NULL,AP Data,9654,SUBCONTRACTOR - OPERATIONS & MAINTENANCE,TBC,PIRTEK PTY LTD,Infrastructure Services,NULL,TBC,PIRTEK PTY LTD,SAP & Others,100k to 350k,83132676950,NULL,NULL,30-11-2023,N/A,1230.103549,PIRTEK (ROXBY DOWNS) PTY LTD,Minerals - BHP Olympic Dam,NULL,N/A,NULL,NULL,NULL,NULL,"TEST,HYD,HOSE,1-1/4\-2\"",TEST-HYD-20/32""""",4807553967,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL,
4,0,Infra Serv - Rig & Well Services,FUEL SYSTEMS MAINTENANCE,7020,NULL,AUD,NULL,3512632,NULL,350.730011,AUD,DIRECT,NULL,NULL,NULL,AP Data,8789,SUBCONTRACTOR - OPERATIONS & MAINTENANCE,FUEL SYSTEMS MAINTENANCE,PIRTEK PTY LTD,Infrastructure Services,NULL,ASSET MANAGEMENT,PIRTEK PTY LTD,SAP & Others,100k to 350k,83132676950,NULL,NULL,30-04-2023,N/A,231.8377869,PIRTEK (ROXBY DOWNS) PTY LTD,Minerals - BMH Operations,NULL,N/A,NULL,NULL,NULL,NULL,"SWIVEL,1\",DUAL,PLANE,"AL512525"",4806343375,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL",,,,,,,,,,,,,
10,0,Infra Serv - Rig & Well Services,PLUMBING & GAS,7045,NULL,AUD,NULL,4114231,NULL,491.0499878,AUD,EQUIPMENT,NULL,NULL,NULL,AP Data,9654,EQUIPMENT ACQUISITION,HYDRAULICS,BJ HYDRAULICS QLD P L,Infrastructure Services,NULL,FM - HARD SERVICES,BJ HYDRAULICS QLD P L,SAP & Others,Under 100k,39060539399,NULL,NULL,31-10-2023,EQUIPMENT,311.1749874,BJ HYDRAULICS QLD P/L,Energy - QGC,NULL,CONSTRUCTION & EQUIPMENT,NULL,NULL,NULL,NULL,"MANUFACTURE,HOSE,ASSY,3/8\",GATES,"R30"",4807077787,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
9,0,D&SI - Local Government,NULL,7020,NULL,AUD,NULL,3689887,NULL,117.8099976,AUD,EQUIPMENT,NULL,NULL,NULL,AP Data,9199,EQUIPMENT ACQUISITION,NULL,STIHL SHOP,Defence & Social Infrastructure,NULL,NULL,STIHL PTY LTD,SAP & Others,100k to 350k,76004881145,NULL,NULL,30-09-2023,EQUIPMENT,75.72816283,STIHL PTY LTD,MPS,NULL,CONSTRUCTION & EQUIPMENT,NULL,NULL,NULL,NULL,GUIDE BAR S 75CM/30\ 1,"6MM/0.063\ .404\""""""",4700783093,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL
2,0,Infra Serv - Rig & Well Services,ENGINEERING,7045,NULL,AUD,NULL,3319469,NULL,1405,AUD,DIRECT,NULL,NULL,NULL,AP Data,8508,SUBCONTRACTOR - ENGINEERING AND CAPITAL WORKS,ENGINEERING,OBADARE PTY LTD,Infrastructure Services,NULL,FACILITIES MANAGEMENT,OBADARE PTY LTD,SAP & Others,Over 350k,94138510102,NULL,NULL,28-02-2023,N/A,945.5822465,OBADARE PTY LTD,Energy - QGC,NULL,N/A,NULL,NULL,NULL,NULL,"UPGRADE,TUBING,ROD,SHEAR,1.9\","RIG31"",4806716335,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
1,0,Infra Serv - Rig & Well Services,ROAD FREIGHT,7045,NULL,AUD,NULL,3260107,NULL,717.0599976,AUD,TRANSPORTATION & LOGISTICS,NULL,NULL,NULL,AP Data,8508,TRANSPORTATION MANAGEMENT,ROAD FREIGHT,NEIL MANSELL TRANSPORT PTY LTD,Infrastructure Services,NULL,SUPPLY CHAIN,NEIL MANSELL TRANSPORT PTY LTD,SAP & Others,Over 350k,15009927646,NULL,NULL,31-01-2023,CUSTOMS BROKERAGE,505.5988447,NEIL MANSELL TRANSPORT PTY LTD,Energy - Santos CSG,NULL,TRANSPORTATION & LOGISTICS,NULL,NULL,NULL,NULL,"FREIGHT,ROAD,11\BOP",RIG 24,"11/1/23"",4806652234,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
5,0,Infra Serv - Resources & Industrial Services,ENGINEERING,7020,NULL,AUD,NULL,3323444,NULL,4830,AUD,MRO,NULL,NULL,NULL,AP Data,8789,INDUSTRIAL METAL SUPPLIES,ENGINEERING,NWEC PTY LTD,Infrastructure Services,NULL,FACILITIES MANAGEMENT,NWEC PTY LTD,SAP & Others,100k to 350k,60105035505,NULL,NULL,31-05-2023,GENERAL INDUSTRIAL SUPPLIES,3142.46696,NWEC PTY LTD,Botany Indust Park,NULL,MRO,NULL,NULL,NULL,NULL,"SUPPLY 3X8\ & 3X6\ FABRICATION"""," HDG & DE"",4700722910,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
3,0,Infra Serv - Water,NULL,7026,NULL,AUD,NULL,3009364,NULL,682,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8508,UNCATEGORIZED,NULL,METAVAL CONSOLIDATED PTY LTD,Infrastructure Services,NULL,NULL,METAVAL CONSOLIDATED PTY LTD,SAP & Others,Under 100k,14817122440,NULL,NULL,31-03-2023,UNCATEGORIZED,456.1216949,METAVAL CONSOLIDATED PTY LTD,Yarra Valley Water O&M,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,"VALVE,BALL,T-HANDLE,3/8\",BRONZE,"J0044A"",4700711100,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
2,0,Infra Serv - Rig & Well Services,MACHINERY & ASSETS,7045,NULL,AUD,NULL,3197088,NULL,690,AUD,DIRECT,NULL,NULL,NULL,AP Data,8508,BUILDING / INFRASTRUCTURE MATERIALS,MACHINERY & ASSETS,ABC PRODUCTS ROCKY PTY LTDABC PRODUCTS PTY LTD,Infrastructure Services,NULL,ASSET MANAGEMENT,ABC PRODUCTS ROCKY PTY LTD,SAP & Others,Over 350k,85100303197,NULL,NULL,28-02-2023,N/A,464.3784698,ABC PRODUCTS ROCKY PTY LTD,Minerals - BHP Coal,NULL,N/A,NULL,NULL,NULL,NULL,"WIPERS,PIPE 2-1/4\","DRRUB02"",4806700802,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
6,0,"People, Culture and Safety",NULL,7020,NULL,AUD,NULL,3498718,NULL,7050,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8789,UNCATEGORIZED,NULL,AAGE AUSTRALIAN ASSOCIATION OFGRADUATE EMPLOYERS LTD,Corporate Services,NULL,NULL,AAGE AUSTRALIAN ASSOCIATION OF,SAP & Others,Under 100k,28003547680,NULL,NULL,30-06-2023,UNCATEGORIZED,4697.338175,AAGE - AUSTRALIAN ASSOCIATION OF,People & Culture,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,REGISTRATION FOR \THE BIG MEET 2024," ALL"",4700754273,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
3,0,Infra Serv - Rig & Well Services,INDUSTRIAL,7045,NULL,AUD,NULL,3175412,NULL,310.7200012,AUD,DIRECT,NULL,NULL,NULL,AP Data,8508,SUBCONTRACTOR - OPERATIONS & MAINTENANCE,TBC,ENZED SURAT BASIN,Infrastructure Services,NULL,MATERIALS,ENZED SURAT BASIN,SAP & Others,100k to 350k,16146915602,NULL,NULL,31-03-2023,N/A,207.8095792,ENZED SURAT BASIN,Energy - QGC,NULL,N/A,NULL,NULL,NULL,NULL,"HOSE,JIFFY,PUSHLOK,3/8\","MSHA"",4806851220,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
7,0,Infra Serv - Rig & Well Services,MACHINERY & ASSETS,7045,NULL,AUD,NULL,3896125,NULL,5768.149902,AUD,DIRECT,NULL,NULL,NULL,AP Data,9199,BUILDING / INFRASTRUCTURE MATERIALS,MACHINERY & ASSETS,ABC PRODUCTS ROCKY PTY LTDABC PRODUCTS PTY LTD,Infrastructure Services,NULL,ASSET MANAGEMENT,ABC PRODUCTS ROCKY PTY LTD,SAP & Others,Over 350k,85100303197,NULL,NULL,31-07-2023,N/A,3873.831098,ABC PRODUCTS ROCKY PTY LTD,Minerals - BHP Coal,NULL,N/A,NULL,NULL,NULL,NULL,"GLUE,500ML,TIN,GREEN,PVC,\P\"",PVCGG""""",4807103430,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL,
10,0,Infra Serv - Rig & Well Services,CIVIL MATERIALS,7045,NULL,AUD,NULL,4120515,NULL,680,AUD,DIRECT,NULL,NULL,NULL,AP Data,9654,BUILDING / INFRASTRUCTURE MATERIALS,BORING & DRILLING SUPPLIES,ABC PRODUCTS ROCKY PTY LTDABC PRODUCTS PTY LTD,Infrastructure Services,NULL,MATERIALS & LOGISTICS,ABC PRODUCTS ROCKY PTY LTD,SAP & Others,100k to 350k,85100303197,NULL,NULL,31-10-2023,N/A,430.911295,ABC PRODUCTS ROCKY PTY LTD,Minerals - BHP Coal,NULL,N/A,NULL,NULL,NULL,NULL,"WIPERS,PIPE,2-1/4\","DRRUB02"",4807479229,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
3,0,Infra Serv - Rig & Well Services,ENGINEERING,7045,NULL,AUD,NULL,2996219,NULL,8009.5,AUD,DIRECT,NULL,NULL,NULL,AP Data,8508,SUBCONTRACTOR - ENGINEERING AND CAPITAL WORKS,ENGINEERING,OBADARE PTY LTD,Infrastructure Services,NULL,FACILITIES MANAGEMENT,OBADARE PTY LTD,SAP & Others,Over 350k,94138510102,NULL,NULL,31-03-2023,N/A,5356.754714,OBADARE PTY LTD,Energy - QGC,NULL,N/A,NULL,NULL,NULL,NULL,"UPGRADE,TUBING,ROD,SHEAR,1.9\","RIG31"",4806716335,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
8,0,Infra Serv - Rig & Well Services,MACHINERY & ASSETS,7045,NULL,AUD,NULL,3700138,NULL,2421.100098,AUD,DIRECT,NULL,NULL,NULL,AP Data,9199,BUILDING / INFRASTRUCTURE MATERIALS,MACHINERY & ASSETS,ABC PRODUCTS ROCKY PTY LTDABC PRODUCTS PTY LTD,Infrastructure Services,NULL,ASSET MANAGEMENT,ABC PRODUCTS ROCKY PTY LTD,SAP & Others,Over 350k,85100303197,NULL,NULL,31-08-2023,N/A,1570.401139,ABC PRODUCTS ROCKY PTY LTD,Minerals - BHP Coal,NULL,N/A,NULL,NULL,NULL,NULL,"PEIPE,WIPERS,2-1/4\","DRRUB02"",4807221400,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
4,0,Joint Ventures,BUILDING,9032,NULL,AUD,NULL,3627511,NULL,3510.899902,AUD,MRO,NULL,NULL,NULL,AP Data,8789,WELDING SUPPLIES & GAS,TBC,CEDRAY PTY LTD,Joint Ventures,NULL,FACILITIES MANAGEMENT,CEDRAY PTY LTD,SAP & Others,Under 100k,67000084257,NULL,NULL,30-04-2023,WELDING SUPPLIES & GASES,2320.757523,CEDRAY PTY LTD,Confluence Water JV,NULL,MRO,NULL,NULL,NULL,NULL,SS B/RING 3\ AS4087 ID110MM," 11MM THICK"",4700702799,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
6,0,Infra Serv - Rig & Well Services,NULL,7045,NULL,AUD,NULL,3466780,NULL,260,AUD,DIRECT,NULL,NULL,NULL,AP Data,8789,SUBCONTRACTOR - ASSET MANAGEMENT,NULL,ASSET INSPECTION RESOURCES PTY LTD,Infrastructure Services,NULL,NULL,ASSET INSPECTION RESOURCES PTY LTD,SAP & Others,Under 100k,22656585983,NULL,NULL,30-06-2023,N/A,173.2351667,ASSET INSPECTION RESOURCES PTY LTD,Energy - Santos CSG,NULL,N/A,NULL,NULL,NULL,NULL,"INSPECT,EQUIP,7-1/16\",5K,TRANSPORT,"SKID"",4807099734,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL",,,,,,,,,,,,,
1,0,Infra Serv - Rig & Well Services,INDUSTRIAL,7045,NULL,AUD,NULL,3157865,NULL,3486.040039,AUD,DIRECT,NULL,NULL,NULL,AP Data,8508,SUBCONTRACTOR - OPERATIONS & MAINTENANCE,TBC,ENZED SURAT BASIN,Infrastructure Services,NULL,MATERIALS,ENZED SURAT BASIN,SAP & Others,100k to 350k,16146915602,NULL,NULL,31-01-2023,N/A,2458.00602,ENZED SURAT BASIN,Energy - QGC,NULL,N/A,NULL,NULL,NULL,NULL,"MANUFACTURE,HOSE,ASSY,11/4\","RIG32"",4806463113,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
5,0,Joint Ventures,ELECTRICAL,9032,NULL,AUD,NULL,3625335,NULL,281.3800049,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8789,UNCATEGORIZED,ELECTRIAL EQUIPMENT,SMC CORPORATION PTE LTD,Joint Ventures,NULL,MATERIALS,SMC CORPORATION PTY LTD,SAP & Others,Under 100k,64000543519,NULL,NULL,31-05-2023,UNCATEGORIZED,183.0698454,SMC CORPORATION (AUSTRALIA) PTY LTD,Confluence Water JV,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,FILT/REG 1\ ,N/O DRAIN,"SQ GAUGE"",4700720424,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
5,0,Infra Serv - Rig & Well Services,FUEL SYSTEMS MAINTENANCE,7045,NULL,AUD,NULL,3421820,NULL,8438.139648,AUD,DIRECT,NULL,NULL,NULL,AP Data,8789,SUBCONTRACTOR - OPERATIONS & MAINTENANCE,FUEL SYSTEMS MAINTENANCE,PIRTEK PTY LTD,Infrastructure Services,NULL,ASSET MANAGEMENT,PIRTEK PTY LTD,SAP & Others,100k to 350k,83132676950,NULL,NULL,31-05-2023,N/A,5489.97436,PIRTEK (ROXBY DOWNS) PTY LTD,Minerals - BHP Olympic Dam,NULL,N/A,NULL,NULL,NULL,NULL,"TEST,HYD,HOSE,1.1/4-2\","TEST-HYD-20/32"",4806872358,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
3,0,Infra Serv - Rig & Well Services,BUILDING,7045,NULL,AUD,NULL,3226533,NULL,2592.800049,AUD,UNCATEGORIZED,NULL,NULL,NULL,AP Data,8508,UNCATEGORIZED,TBC,CENTRAL QLD FILTER AND INDUST SU,Infrastructure Services,NULL,FACILITIES MANAGEMENT,CENTRAL QLD FILTER AND INDUST SU,SAP & Others,Under 100k,51668182835,NULL,NULL,31-03-2023,UNCATEGORIZED,1734.065001,CENTRAL QLD FILTER AND INDUST SU,Minerals - BHP Coal,NULL,UNCATEGORIZED,NULL,NULL,NULL,NULL,"WIPER,TRIDON,REFILL,40\",BOXED,"TTR40-10"",4806814770,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
4,0,Infra Serv - Rig & Well Services,INDUSTRIAL,7045,NULL,AUD,NULL,3589659,NULL,237.5099945,AUD,DIRECT,NULL,NULL,NULL,AP Data,8789,SUBCONTRACTOR - OPERATIONS & MAINTENANCE,TBC,ENZED SURAT BASIN,Infrastructure Services,NULL,MATERIALS,ENZED SURAT BASIN,SAP & Others,100k to 350k,16146915602,NULL,NULL,30-04-2023,N/A,156.9976699,ENZED SURAT BASIN,Energy - QGC,NULL,N/A,NULL,NULL,NULL,NULL,"MANUFACTURE,HOSE,ASSY,1/2\","R32"",4806718238,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
6,0,Joint Ventures,ROAD FREIGHT,9012,NULL,AUD,NULL,3574636,NULL,2725,AUD,DIRECT,NULL,NULL,NULL,AP Data,8789,SUBCONTRACTOR - OPERATIONS & MAINTENANCE,TBC,AQSEPTENCE GROUP PTY LTD,Joint Ventures,NULL,SUPPLY CHAIN,AQSEPTENCE GROUP PTY LTD,SAP & Others,100k to 350k,57000129199,NULL,NULL,30-06-2023,N/A,1815.637805,AQSEPTENCE GROUP PTY LTD,Utilita,NULL,N/A,NULL,NULL,NULL,NULL,3\VLV,"BOXED NO ACCESS"",4807037760,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
2,0,Joint Ventures,WATER,9012,NULL,AUD,NULL,3281319,NULL,705.6699829,AUD,DIRECT,NULL,NULL,NULL,AP Data,8508,SUBCONTRACTOR - ENVIRONMENTAL SERVICES,WATER TREATMENT EQUIPMENT,TRILITY SOLUTIONS AUSTRALIA PTY LTD,Joint Ventures,NULL,MATERIALS,TRILITY SOLUTIONS AUSTRALIA PTY LTD,SAP & Others,Over 350k,91101568914,NULL,NULL,28-02-2023,N/A,474.9245722,TRILITY SOLUTIONS AUSTRALIA PTY LTD,Utilita,NULL,N/A,NULL,NULL,NULL,NULL,"UNION, BARREL, 3/4\ (DN20)"," METRIC PN10"",4806518102,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,,
2,0,Infra Serv - Rig & Well Services,INDUSTRIAL,7045,NULL,AUD,NULL,3011712,NULL,205.5,AUD,DIRECT,NULL,NULL,NULL,AP Data,8508,SUBCONTRACTOR - OPERATIONS & MAINTENANCE,TBC,ENZED SURAT BASIN,Infrastructure Services,NULL,MATERIALS,ENZED SURAT BASIN,SAP & Others,100k to 350k,16146915602,NULL,NULL,28-02-2023,N/A,138.3040225,ENZED SURAT BASIN,Energy - QGC,NULL,N/A,NULL,NULL,NULL,NULL,"MANUF,HOSE,ASSY,3/8\",TWO-WIRE,"RIG28"",4806537803,NULL,NULL,NULL,0,0,1,1,15,unmanaged,NULL,NULL,NULL,NULL",,,,,,,,,,,,,,
